// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 9 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 1 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" --output "/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 6.78 sec and exited with 0
// ***** Done, took 00:00:07 (7.85 sec)   *****
// Found 9 benchmarks:
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]

// **************************
// Benchmark: ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 134 135 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 5000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 0 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadActual   6: 64 op, 125.00 ns, 1.9531 ns/op
OverheadActual   7: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual   8: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual   9: 64 op, 834.00 ns, 13.0313 ns/op
OverheadActual  10: 64 op, 3583.00 ns, 55.9844 ns/op
OverheadActual  11: 64 op, 1416.00 ns, 22.1250 ns/op
OverheadActual  12: 64 op, 1375.00 ns, 21.4844 ns/op
OverheadActual  13: 64 op, 1792.00 ns, 28.0000 ns/op
OverheadActual  14: 64 op, 1250.00 ns, 19.5313 ns/op
OverheadActual  15: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual  16: 64 op, 1125.00 ns, 17.5781 ns/op
OverheadActual  17: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual  18: 64 op, 1125.00 ns, 17.5781 ns/op
OverheadActual  19: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual  20: 64 op, 1209.00 ns, 18.8906 ns/op

WorkloadWarmup   1: 64 op, 839476417.00 ns, 13.1168 ms/op
WorkloadWarmup   2: 64 op, 877342125.00 ns, 13.7085 ms/op
WorkloadWarmup   3: 64 op, 837792459.00 ns, 13.0905 ms/op
WorkloadWarmup   4: 64 op, 819482708.00 ns, 12.8044 ms/op
WorkloadWarmup   5: 64 op, 834759917.00 ns, 13.0431 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 844255625.00 ns, 13.1915 ms/op
WorkloadActual   2: 64 op, 840658875.00 ns, 13.1353 ms/op
WorkloadActual   3: 64 op, 886441125.00 ns, 13.8506 ms/op
WorkloadActual   4: 64 op, 831582667.00 ns, 12.9935 ms/op
WorkloadActual   5: 64 op, 849487292.00 ns, 13.2732 ms/op
WorkloadActual   6: 64 op, 853985125.00 ns, 13.3435 ms/op
WorkloadActual   7: 64 op, 848511791.00 ns, 13.2580 ms/op
WorkloadActual   8: 64 op, 879055584.00 ns, 13.7352 ms/op
WorkloadActual   9: 64 op, 868624625.00 ns, 13.5723 ms/op
WorkloadActual  10: 64 op, 819737333.00 ns, 12.8084 ms/op
WorkloadActual  11: 64 op, 839523916.00 ns, 13.1176 ms/op
WorkloadActual  12: 64 op, 980887833.00 ns, 15.3264 ms/op
WorkloadActual  13: 64 op, 832281708.00 ns, 13.0044 ms/op
WorkloadActual  14: 64 op, 815449667.00 ns, 12.7414 ms/op
WorkloadActual  15: 64 op, 818982084.00 ns, 12.7966 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 844254646.00 ns, 13.1915 ms/op
WorkloadResult   2: 64 op, 840657896.00 ns, 13.1353 ms/op
WorkloadResult   3: 64 op, 886440146.00 ns, 13.8506 ms/op
WorkloadResult   4: 64 op, 831581688.00 ns, 12.9935 ms/op
WorkloadResult   5: 64 op, 849486313.00 ns, 13.2732 ms/op
WorkloadResult   6: 64 op, 853984146.00 ns, 13.3435 ms/op
WorkloadResult   7: 64 op, 848510812.00 ns, 13.2580 ms/op
WorkloadResult   8: 64 op, 879054605.00 ns, 13.7352 ms/op
WorkloadResult   9: 64 op, 868623646.00 ns, 13.5722 ms/op
WorkloadResult  10: 64 op, 819736354.00 ns, 12.8084 ms/op
WorkloadResult  11: 64 op, 839522937.00 ns, 13.1175 ms/op
WorkloadResult  12: 64 op, 832280729.00 ns, 13.0044 ms/op
WorkloadResult  13: 64 op, 815448688.00 ns, 12.7414 ms/op
WorkloadResult  14: 64 op, 818981105.00 ns, 12.7966 ms/op
// GC:  617 0 0 3871816672 64
// Threading:  0 0 64

// AfterAll
// Benchmark Process 88435 has exited with code 0.
// Launch: 3 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 3 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 121250.00 ns, 121.2500 us/op
WorkloadJitting  1: 1 op, 27828500.00 ns, 27.8285 ms/op

OverheadJitting  2: 16 op, 388208.00 ns, 24.2630 us/op
WorkloadJitting  2: 16 op, 247437000.00 ns, 15.4648 ms/op

WorkloadPilot    1: 16 op, 208145541.00 ns, 13.0091 ms/op
WorkloadPilot    2: 32 op, 411546000.00 ns, 12.8608 ms/op
WorkloadPilot    3: 64 op, 860938875.00 ns, 13.4522 ms/op

OverheadWarmup   1: 64 op, 3250.00 ns, 50.7813 ns/op
OverheadWarmup   2: 64 op, 1542.00 ns, 24.0938 ns/op
OverheadWarmup   3: 64 op, 1458.00 ns, 22.7813 ns/op
OverheadWarmup   4: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadWarmup   5: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadWarmup   6: 64 op, 1250.00 ns, 19.5313 ns/op
OverheadWarmup   7: 64 op, 1875.00 ns, 29.2969 ns/op
OverheadWarmup   8: 64 op, 833.00 ns, 13.0156 ns/op
OverheadWarmup   9: 64 op, 1000.00 ns, 15.6250 ns/op

OverheadActual   1: 64 op, 917.00 ns, 14.3281 ns/op
OverheadActual   2: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual   3: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual   4: 64 op, 959.00 ns, 14.9844 ns/op
OverheadActual   5: 64 op, 958.00 ns, 14.9688 ns/op
OverheadActual   6: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual   7: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual   8: 64 op, 792.00 ns, 12.3750 ns/op
OverheadActual   9: 64 op, 3708.00 ns, 57.9375 ns/op
OverheadActual  10: 64 op, 1375.00 ns, 21.4844 ns/op
OverheadActual  11: 64 op, 1333.00 ns, 20.8281 ns/op
OverheadActual  12: 64 op, 1333.00 ns, 20.8281 ns/op
OverheadActual  13: 64 op, 1625.00 ns, 25.3906 ns/op
OverheadActual  14: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual  15: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual  16: 64 op, 1167.00 ns, 18.2344 ns/op
OverheadActual  17: 64 op, 1125.00 ns, 17.5781 ns/op
OverheadActual  18: 64 op, 1041.00 ns, 16.2656 ns/op
OverheadActual  19: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual  20: 64 op, 1125.00 ns, 17.5781 ns/op

WorkloadWarmup   1: 64 op, 841948875.00 ns, 13.1555 ms/op
WorkloadWarmup   2: 64 op, 840011084.00 ns, 13.1252 ms/op
WorkloadWarmup   3: 64 op, 832763541.00 ns, 13.0119 ms/op
WorkloadWarmup   4: 64 op, 850631333.00 ns, 13.2911 ms/op
WorkloadWarmup   5: 64 op, 840442500.00 ns, 13.1319 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 836793416.00 ns, 13.0749 ms/op
WorkloadActual   2: 64 op, 828218334.00 ns, 12.9409 ms/op
WorkloadActual   3: 64 op, 827075542.00 ns, 12.9231 ms/op
WorkloadActual   4: 64 op, 895497834.00 ns, 13.9922 ms/op
WorkloadActual   5: 64 op, 824763125.00 ns, 12.8869 ms/op
WorkloadActual   6: 64 op, 866105000.00 ns, 13.5329 ms/op
WorkloadActual   7: 64 op, 835141959.00 ns, 13.0491 ms/op
WorkloadActual   8: 64 op, 825932333.00 ns, 12.9052 ms/op
WorkloadActual   9: 64 op, 824701333.00 ns, 12.8860 ms/op
WorkloadActual  10: 64 op, 826615375.00 ns, 12.9159 ms/op
WorkloadActual  11: 64 op, 827867875.00 ns, 12.9354 ms/op
WorkloadActual  12: 64 op, 820980250.00 ns, 12.8278 ms/op
WorkloadActual  13: 64 op, 820198166.00 ns, 12.8156 ms/op
WorkloadActual  14: 64 op, 826954750.00 ns, 12.9212 ms/op
WorkloadActual  15: 64 op, 786611292.00 ns, 12.2908 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 836792416.00 ns, 13.0749 ms/op
WorkloadResult   2: 64 op, 828217334.00 ns, 12.9409 ms/op
WorkloadResult   3: 64 op, 827074542.00 ns, 12.9230 ms/op
WorkloadResult   4: 64 op, 824762125.00 ns, 12.8869 ms/op
WorkloadResult   5: 64 op, 835140959.00 ns, 13.0491 ms/op
WorkloadResult   6: 64 op, 825931333.00 ns, 12.9052 ms/op
WorkloadResult   7: 64 op, 824700333.00 ns, 12.8859 ms/op
WorkloadResult   8: 64 op, 826614375.00 ns, 12.9158 ms/op
WorkloadResult   9: 64 op, 827866875.00 ns, 12.9354 ms/op
WorkloadResult  10: 64 op, 820979250.00 ns, 12.8278 ms/op
WorkloadResult  11: 64 op, 820197166.00 ns, 12.8156 ms/op
WorkloadResult  12: 64 op, 826953750.00 ns, 12.9212 ms/op
WorkloadResult  13: 64 op, 786610292.00 ns, 12.2908 ms/op
// GC:  617 0 0 3871816672 64
// Threading:  0 0 64

// AfterAll
// Benchmark Process 88457 has exited with code 0.

Mean = 13.131 ms, StdErr = 0.048 ms (0.37%), N = 42, StdDev = 0.312 ms
Min = 12.291 ms, Q1 = 12.908 ms, Median = 13.104 ms, Q3 = 13.326 ms, Max = 13.851 ms
IQR = 0.418 ms, LowerFence = 12.281 ms, UpperFence = 13.953 ms
ConfidenceInterval = [12.960 ms; 13.302 ms] (CI 99.9%), Margin = 0.171 ms (1.30% of Mean)
Skewness = 0.12, Kurtosis = 3.01, MValue = 2

// ** Remained 5 (55.6%) benchmark(s) to run. Estimated finish 2026-07-31 0:37 (0h 4m from now) **
// **************************
// Benchmark: ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.ParallelFor(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 4 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 126375.00 ns, 126.3750 us/op
WorkloadJitting  1: 1 op, 20160667.00 ns, 20.1607 ms/op

OverheadJitting  2: 16 op, 417125.00 ns, 26.0703 us/op
WorkloadJitting  2: 16 op, 171171416.00 ns, 10.6982 ms/op

WorkloadPilot    1: 16 op, 125264292.00 ns, 7.8290 ms/op
WorkloadPilot    2: 32 op, 252264584.00 ns, 7.8833 ms/op
WorkloadPilot    3: 64 op, 493683709.00 ns, 7.7138 ms/op
WorkloadPilot    4: 128 op, 1008290083.00 ns, 7.8773 ms/op

OverheadWarmup   1: 128 op, 4292.00 ns, 33.5313 ns/op
OverheadWarmup   2: 128 op, 1334.00 ns, 10.4219 ns/op
OverheadWarmup   3: 128 op, 1500.00 ns, 11.7188 ns/op
OverheadWarmup   4: 128 op, 1667.00 ns, 13.0234 ns/op
OverheadWarmup   5: 128 op, 1250.00 ns, 9.7656 ns/op
OverheadWarmup   6: 128 op, 1625.00 ns, 12.6953 ns/op
OverheadWarmup   7: 128 op, 1333.00 ns, 10.4141 ns/op

OverheadActual   1: 128 op, 3083.00 ns, 24.0859 ns/op
OverheadActual   2: 128 op, 1375.00 ns, 10.7422 ns/op
OverheadActual   3: 128 op, 1083.00 ns, 8.4609 ns/op
OverheadActual   4: 128 op, 875.00 ns, 6.8359 ns/op
OverheadActual   5: 128 op, 1875.00 ns, 14.6484 ns/op
OverheadActual   6: 128 op, 1833.00 ns, 14.3203 ns/op
OverheadActual   7: 128 op, 1042.00 ns, 8.1406 ns/op
OverheadActual   8: 128 op, 1000.00 ns, 7.8125 ns/op
OverheadActual   9: 128 op, 1250.00 ns, 9.7656 ns/op
OverheadActual  10: 128 op, 1208.00 ns, 9.4375 ns/op
OverheadActual  11: 128 op, 1208.00 ns, 9.4375 ns/op
OverheadActual  12: 128 op, 959.00 ns, 7.4922 ns/op
OverheadActual  13: 128 op, 583.00 ns, 4.5547 ns/op
OverheadActual  14: 128 op, 541.00 ns, 4.2266 ns/op
OverheadActual  15: 128 op, 1000.00 ns, 7.8125 ns/op
OverheadActual  16: 128 op, 1000.00 ns, 7.8125 ns/op
OverheadActual  17: 128 op, 792.00 ns, 6.1875 ns/op
OverheadActual  18: 128 op, 1042.00 ns, 8.1406 ns/op
OverheadActual  19: 128 op, 1500.00 ns, 11.7188 ns/op
OverheadActual  20: 128 op, 1250.00 ns, 9.7656 ns/op

WorkloadWarmup   1: 128 op, 1191692375.00 ns, 9.3101 ms/op
WorkloadWarmup   2: 128 op, 1202697625.00 ns, 9.3961 ms/op
WorkloadWarmup   3: 128 op, 1224616625.00 ns, 9.5673 ms/op
WorkloadWarmup   4: 128 op, 1272258875.00 ns, 9.9395 ms/op
WorkloadWarmup   5: 128 op, 1262945458.00 ns, 9.8668 ms/op

// BeforeActualRun
WorkloadActual   1: 128 op, 1233296541.00 ns, 9.6351 ms/op
WorkloadActual   2: 128 op, 1238853458.00 ns, 9.6785 ms/op
WorkloadActual   3: 128 op, 1229910250.00 ns, 9.6087 ms/op
WorkloadActual   4: 128 op, 1228447084.00 ns, 9.5972 ms/op
WorkloadActual   5: 128 op, 1252105792.00 ns, 9.7821 ms/op
WorkloadActual   6: 128 op, 1287594167.00 ns, 10.0593 ms/op
WorkloadActual   7: 128 op, 1283824000.00 ns, 10.0299 ms/op
WorkloadActual   8: 128 op, 1285240041.00 ns, 10.0409 ms/op
WorkloadActual   9: 128 op, 1245638708.00 ns, 9.7316 ms/op
WorkloadActual  10: 128 op, 1256690209.00 ns, 9.8179 ms/op
WorkloadActual  11: 128 op, 1259438333.00 ns, 9.8394 ms/op
WorkloadActual  12: 128 op, 1261519667.00 ns, 9.8556 ms/op
WorkloadActual  13: 128 op, 1261647875.00 ns, 9.8566 ms/op
WorkloadActual  14: 128 op, 1331791709.00 ns, 10.4046 ms/op
WorkloadActual  15: 128 op, 1314933500.00 ns, 10.2729 ms/op

// AfterActualRun
WorkloadResult   1: 128 op, 1233295478.50 ns, 9.6351 ms/op
WorkloadResult   2: 128 op, 1238852395.50 ns, 9.6785 ms/op
WorkloadResult   3: 128 op, 1229909187.50 ns, 9.6087 ms/op
WorkloadResult   4: 128 op, 1228446021.50 ns, 9.5972 ms/op
WorkloadResult   5: 128 op, 1252104729.50 ns, 9.7821 ms/op
WorkloadResult   6: 128 op, 1287593104.50 ns, 10.0593 ms/op
WorkloadResult   7: 128 op, 1283822937.50 ns, 10.0299 ms/op
WorkloadResult   8: 128 op, 1285238978.50 ns, 10.0409 ms/op
WorkloadResult   9: 128 op, 1245637645.50 ns, 9.7315 ms/op
WorkloadResult  10: 128 op, 1256689146.50 ns, 9.8179 ms/op
WorkloadResult  11: 128 op, 1259437270.50 ns, 9.8394 ms/op
WorkloadResult  12: 128 op, 1261518604.50 ns, 9.8556 ms/op
WorkloadResult  13: 128 op, 1261646812.50 ns, 9.8566 ms/op
WorkloadResult  14: 128 op, 1331790646.50 ns, 10.4046 ms/op
WorkloadResult  15: 128 op, 1314932437.50 ns, 10.2729 ms/op
// GC:  1278 2 0 7744781392 128
// Threading:  2427 3 128

// AfterAll
// Benchmark Process 88481 has exited with code 0.
// Launch: 2 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.ParallelFor(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 4 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 118916.00 ns, 118.9160 us/op
WorkloadJitting  1: 1 op, 21471208.00 ns, 21.4712 ms/op

OverheadJitting  2: 16 op, 406417.00 ns, 25.4011 us/op
WorkloadJitting  2: 16 op, 169435417.00 ns, 10.5897 ms/op

WorkloadPilot    1: 16 op, 129893833.00 ns, 8.1184 ms/op
WorkloadPilot    2: 32 op, 262245792.00 ns, 8.1952 ms/op
WorkloadPilot    3: 64 op, 632504625.00 ns, 9.8829 ms/op

OverheadWarmup   1: 64 op, 3875.00 ns, 60.5469 ns/op
OverheadWarmup   2: 64 op, 1417.00 ns, 22.1406 ns/op
OverheadWarmup   3: 64 op, 1208.00 ns, 18.8750 ns/op
OverheadWarmup   4: 64 op, 2333.00 ns, 36.4531 ns/op
OverheadWarmup   5: 64 op, 2375.00 ns, 37.1094 ns/op
OverheadWarmup   6: 64 op, 1250.00 ns, 19.5313 ns/op
OverheadWarmup   7: 64 op, 1125.00 ns, 17.5781 ns/op
OverheadWarmup   8: 64 op, 833.00 ns, 13.0156 ns/op
OverheadWarmup   9: 64 op, 833.00 ns, 13.0156 ns/op
OverheadWarmup  10: 64 op, 875.00 ns, 13.6719 ns/op

OverheadActual   1: 64 op, 708.00 ns, 11.0625 ns/op
OverheadActual   2: 64 op, 750.00 ns, 11.7188 ns/op
OverheadActual   3: 64 op, 750.00 ns, 11.7188 ns/op
OverheadActual   4: 64 op, 959.00 ns, 14.9844 ns/op
OverheadActual   5: 64 op, 917.00 ns, 14.3281 ns/op
OverheadActual   6: 64 op, 750.00 ns, 11.7188 ns/op
OverheadActual   7: 64 op, 1000.00 ns, 15.6250 ns/op
OverheadActual   8: 64 op, 958.00 ns, 14.9688 ns/op
OverheadActual   9: 64 op, 916.00 ns, 14.3125 ns/op
OverheadActual  10: 64 op, 958.00 ns, 14.9688 ns/op
OverheadActual  11: 64 op, 958.00 ns, 14.9688 ns/op
OverheadActual  12: 64 op, 917.00 ns, 14.3281 ns/op
OverheadActual  13: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual  14: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual  15: 64 op, 833.00 ns, 13.0156 ns/op
OverheadActual  16: 64 op, 958.00 ns, 14.9688 ns/op
OverheadActual  17: 64 op, 875.00 ns, 13.6719 ns/op
OverheadActual  18: 64 op, 792.00 ns, 12.3750 ns/op
OverheadActual  19: 64 op, 1125.00 ns, 17.5781 ns/op
OverheadActual  20: 64 op, 1083.00 ns, 16.9219 ns/op

WorkloadWarmup   1: 64 op, 635286750.00 ns, 9.9264 ms/op
WorkloadWarmup   2: 64 op, 626037833.00 ns, 9.7818 ms/op
WorkloadWarmup   3: 64 op, 603765167.00 ns, 9.4338 ms/op
WorkloadWarmup   4: 64 op, 623558875.00 ns, 9.7431 ms/op
WorkloadWarmup   5: 64 op, 645221458.00 ns, 10.0816 ms/op

// BeforeActualRun
WorkloadActual   1: 64 op, 633895042.00 ns, 9.9046 ms/op
WorkloadActual   2: 64 op, 650107584.00 ns, 10.1579 ms/op
WorkloadActual   3: 64 op, 669022625.00 ns, 10.4535 ms/op
WorkloadActual   4: 64 op, 636250917.00 ns, 9.9414 ms/op
WorkloadActual   5: 64 op, 631697042.00 ns, 9.8703 ms/op
WorkloadActual   6: 64 op, 628463125.00 ns, 9.8197 ms/op
WorkloadActual   7: 64 op, 624653833.00 ns, 9.7602 ms/op
WorkloadActual   8: 64 op, 642462666.00 ns, 10.0385 ms/op
WorkloadActual   9: 64 op, 640674750.00 ns, 10.0105 ms/op
WorkloadActual  10: 64 op, 631125125.00 ns, 9.8613 ms/op
WorkloadActual  11: 64 op, 651046750.00 ns, 10.1726 ms/op
WorkloadActual  12: 64 op, 627655667.00 ns, 9.8071 ms/op
WorkloadActual  13: 64 op, 641057292.00 ns, 10.0165 ms/op
WorkloadActual  14: 64 op, 634586542.00 ns, 9.9154 ms/op
WorkloadActual  15: 64 op, 659223084.00 ns, 10.3004 ms/op

// AfterActualRun
WorkloadResult   1: 64 op, 633894125.50 ns, 9.9046 ms/op
WorkloadResult   2: 64 op, 650106667.50 ns, 10.1579 ms/op
WorkloadResult   3: 64 op, 636250000.50 ns, 9.9414 ms/op
WorkloadResult   4: 64 op, 631696125.50 ns, 9.8703 ms/op
WorkloadResult   5: 64 op, 628462208.50 ns, 9.8197 ms/op
WorkloadResult   6: 64 op, 624652916.50 ns, 9.7602 ms/op
WorkloadResult   7: 64 op, 642461749.50 ns, 10.0385 ms/op
WorkloadResult   8: 64 op, 640673833.50 ns, 10.0105 ms/op
WorkloadResult   9: 64 op, 631124208.50 ns, 9.8613 ms/op
WorkloadResult  10: 64 op, 651045833.50 ns, 10.1726 ms/op
WorkloadResult  11: 64 op, 627654750.50 ns, 9.8071 ms/op
WorkloadResult  12: 64 op, 641056375.50 ns, 10.0165 ms/op
WorkloadResult  13: 64 op, 634585625.50 ns, 9.9154 ms/op
WorkloadResult  14: 64 op, 659222167.50 ns, 10.3003 ms/op
// GC:  639 1 0 3872381472 64
// Threading:  1107 0 64

// AfterAll
// Benchmark Process 88506 has exited with code 0.
// Launch: 3 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.ParallelFor(TargetCount: 100000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 4 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
